Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
quality__HasAnyDetailedData,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__HasCompleteDetailedCoverage,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__MissingDetailedGames,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__RichFeatureCoverageEligible,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
interaction__adjusted_offense_defense_edge,matchup_interactions,rich,common,adj__off_rtg_a50p0 versus adj__def_rtg_a50p0,same legal team snapshots for both sides,positive_favors_team1,,False,True,True,True,False,True
interaction__clean_shooting_attack_defense_edge,matchup_interactions,rich,common,detailed__clean__efg_ros versus detailed__clean__opp_efg_ros,same legal team snapshots for both sides,positive_favors_team1,,False,True,True,True,False,True
interaction__combined_margin_volatility,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__free_throw_pressure_edge,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__pace_gap,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__pace_mean,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__rebounding_matchup_edge,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__shooting_attack_defense_edge,matchup_interactions,rich,common,detailed__all__efg_ros versus detailed__all__opp_efg_ros,same legal team snapshots for both sides,positive_favors_team1,,False,True,True,True,False,True
interaction__strength_gap_squared_signed,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
interaction__turnover_pressure_edge,matchup_interactions,rich,common,paired team-season feature store,same legal team snapshots for both sides,positive_favors_team1_or_context,,False,True,True,True,False,True
absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__def_rtg_a10p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__def_rtg_a50p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0_percentile,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0_z,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0_percentile,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0_z,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__off_rtg_a10p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
absdiff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__off_rtg_a50p0,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
adj__def_rtg_a10p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__def_rtg_a50p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__home_effect_a10p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__home_effect_a50p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__league_off_rtg_a10p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__league_off_rtg_a50p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a10p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a50p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__off_rtg_a10p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
adj__off_rtg_a50p0,opponent_adjusted_efficiency,rich,common,same-season regular-season detailed game model,same-season regular season through DayNum 132,higher_is_stronger_except_defense_allowed,Ridge estimates team offense and opponent defense simultaneously.,True,False,False,False,False,True
diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__def_rtg_a10p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__def_rtg_a50p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0_percentile,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a10p0_z,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0_percentile,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,rich,common,adj__net_rtg_a50p0_z,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,rich,common,adj__off_rtg_a10p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,rich,common,adj__off_rtg_a50p0,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
absdiff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,rich,common,norm__adj__net_rtg_a10p0__pct,same-season regular season through DayNum 132,larger_means_greater_matchup_separation,Absolute Team1-Team2 gap.,False,True,True,True,False,True
